Object Number,Is Highlight,Is Public Domain,Object ID,Department,Object Name,Title,Culture,Period,Dynasty,Reign,Portfolio,Artist Role,Artist Prefix,Artist Display Name,Artist Display Bio,Artist Suffix,Artist Alpha Sort,Artist Nationality,Artist Begin Date,Artist End Date,Object Date,Object Begin Date,Object End Date,Medium,Dimensions,Credit Line,Geography Type,City,State,County,Country,Region,Subregion,Locale,Locus,Excavation,River,Classification,Rights and Reproduction,Link Resource,Metadata Date,Repository
10.149.157,False,False,2874,American Decorative Arts,Cup and saucer,Cup and Saucer,"Chinese, for American market",,,,,,,,,,,,,,1785–90,1785,1790,Porcelain,Diam. 5 1/2 in. (14 cm),"Bequest of James T. Woodward, 1910",Made in,,,,China,,,,,,,Ceramics,,http://www.metmuseum.org/art/collection/search/2874,1/1/2018 8:00:03 AM,"Metropolitan Museum of Art, New York, NY"
10.149.158,False,False,2875,American Decorative Arts,Cup and saucer,Cup and Saucer,"Chinese, for American market",,,,,,,,,,,,,,1785–90,1785,1790,Hard-paste porcelain,Diam. 5 1/2 in. (14 cm),"Bequest of James T. Woodward, 1910",Made in,,,,China,,,,,,,Ceramics,,http://www.metmuseum.org/art/collection/search/2875,1/1/2018 8:00:03 AM,"Metropolitan Museum of Art, New York, NY"
10.149.159,False,False,2876,American Decorative Arts,Cup and saucer,Cup and Saucer,"Chinese, for American market",,,,,,,,,,,,,,1785–90,1785,1790,Porcelain,Diam. 5 1/2 in. (14 cm),"Bequest of James T. Woodward, 1910",Made in,,,,China,,,,,,,Ceramics,,http://www.metmuseum.org/art/collection/search/2876,1/1/2018 8:00:03 AM,"Metropolitan Museum of Art, New York, NY"
10.149.160,False,False,2877,American Decorative Arts,Cup and saucer,Cup and Saucer,"Chinese, for American market",,,,,,,,,,,,,,1785–90,1785,1790,Porcelain,Diam. 5 1/2 in. (14 cm),"Bequest of James T. Woodward, 1910",Made in,,,,China,,,,,,,Ceramics,,http://www.metmuseum.org/art/collection/search/2877,1/1/2018 8:00:03 AM,"Metropolitan Museum of Art, New York, NY"
10.149.161,False,False,2878,American Decorative Arts,Cup and saucer,Cup and Saucer,"Chinese, for American market",,,,,,,,,,,,,,1785–90,1785,1790,Porcelain,Diam. 5 1/2 in. (14 cm),"Bequest of James T. Woodward, 1910",Made in,,,,China,,,,,,,Ceramics,,http://www.metmuseum.org/art/collection/search/2878,1/1/2018 8:00:03 AM,"Metropolitan Museum of Art, New York, NY"
10.149.162,False,False,2879,American Decorative Arts,Cup and saucer,Cup and Saucer,"Chinese, for American market",,,,,,,,,,,,,,1785–90,1785,1790,Porcelain,Diam. 5 1/2 in. (14 cm),"Bequest of James T. Woodward, 1910",Made in,,,,China,,,,,,,Ceramics,,http://www.metmuseum.org/art/collection/search/2879,1/1/2018 8:00:03 AM,"Metropolitan Museum of Art, New York, NY"
10.149.163,False,False,2880,American Decorative Arts,Cup and saucer,Cup and Saucer,"Chinese, for American market",,,,,,,,,,,,,,1785–90,1785,1790,Porcelain,Diam. 5 1/2 in. (14 cm),"Bequest of James T. Woodward, 1910",Made in,,,,China,,,,,,,Ceramics,,http://www.metmuseum.org/art/collection/search/2880,1/1/2018 8:00:03 AM,"Metropolitan Museum of Art, New York, NY"
10.149.164,False,False,2881,American Decorative Arts,Cup and saucer,Cup and Saucer,"Chinese, for American market",,,,,,,,,,,,,,1785–90,1785,1790,Porcelain,Diam. 5 1/2 in. (14 cm),"Bequest of James T. Woodward, 1910",Made in,,,,China,,,,,,,Ceramics,,http://www.metmuseum.org/art/collection/search/2881,1/1/2018 8:00:03 AM,"Metropolitan Museum of Art, New York, NY"
10.149.166,False,False,2882,American Decorative Arts,Cup and saucer,Cup and Saucer,"Chinese, for American market",,,,,,,,,,,,,,1785–90,1785,1790,Porcelain,Diam. 5 1/2 in. (14 cm),"Bequest of James T. Woodward, 1910",Made in,,,,China,,,,,,,Ceramics,,http://www.metmuseum.org/art/collection/search/2882,1/1/2018 8:00:03 AM,"Metropolitan Museum of Art, New York, NY"
10.149.167,False,False,2883,American Decorative Arts,Cup and saucer,Cup and Saucer,"Chinese, for American market",,,,,,,,,,,,,,1785–90,1785,1790,Porcelain,Diam. 5 1/2 in. (14 cm),"Bequest of James T. Woodward, 1910",Made in,,,,China,,,,,,,Ceramics,,http://www.metmuseum.org/art/collection/search/2883,1/1/2018 8:00:03 AM,"Metropolitan Museum of Art, New York, NY"
"10.149.168a, b",False,False,2884,American Decorative Arts,Cup and saucer,Cup and Saucer,"Chinese, for American market",,,,,,,,,,,,,,1785–90,1785,1790,Porcelain,Diam. 5 1/2 in. (14 cm),"Bequest of James T. Woodward, 1910",Made in,,,,China,,,,,,,Ceramics,,http://www.metmuseum.org/art/collection/search/2884,1/1/2018 8:00:03 AM,"Metropolitan Museum of Art, New York, NY"
"10.149.169a, b",False,True,2885,American Decorative Arts,Cup and saucer,Cup and Saucer,"Chinese, for American market",,,,,,,,,,,,,,1785–90,1785,1790,Porcelain,Diam. 5 1/2 in. (14 cm),"Bequest of James T. Woodward, 1910",Made in,,,,China,,,,,,,Ceramics,,http://www.metmuseum.org/art/collection/search/2885,1/1/2018 8:00:03 AM,"Metropolitan Museum of Art, New York, NY"
"10.149.170a, b",False,False,2886,American Decorative Arts,Cup and saucer,Cup and Saucer,"Chinese, for American market",,,,,,,,,,,,,,1785–90,1785,1790,Porcelain,Diam. 5 1/2 in. (14 cm),"Bequest of James T. Woodward, 1910",Made in,,,,China,,,,,,,Ceramics,,http://www.metmuseum.org/art/collection/search/2886,1/1/2018 8:00:03 AM,"Metropolitan Museum of Art, New York, NY"
"10.149.171a, b",False,False,2887,American Decorative Arts,Cup and saucer,Cup and Saucer,"Chinese, for American market",,,,,,,,,,,,,,1785–90,1785,1790,Porcelain,Diam. 5 1/2 in. (14 cm),"Bequest of James T. Woodward, 1910",Made in,,,,China,,,,,,,Ceramics,,http://www.metmuseum.org/art/collection/search/2887,1/1/2018 8:00:03 AM,"Metropolitan Museum of Art, New York, NY"
"10.149.172a, b",False,False,2888,American Decorative Arts,Cup and saucer,Cup and Saucer,"Chinese, for American market",,,,,,,,,,,,,,1785–90,1785,1790,Porcelain,Diam. 5 1/2 in. (14 cm),"Bequest of James T. Woodward, 1910",Made in,,,,China,,,,,,,Ceramics,,http://www.metmuseum.org/art/collection/search/2888,1/1/2018 8:00:03 AM,"Metropolitan Museum of Art, New York, NY"
"10.149.173a, b",False,False,2889,American Decorative Arts,Cup and saucer,Cup and Saucer,"Chinese, for American market",,,,,,,,,,,,,,1785–90,1785,1790,Porcelain,Diam. 5 1/2 in. (14 cm),"Bequest of James T. Woodward, 1910",Made in,,,,China,,,,,,,Ceramics,,http://www.metmuseum.org/art/collection/search/2889,1/1/2018 8:00:03 AM,"Metropolitan Museum of Art, New York, NY"
"10.149.174a, b",False,False,2890,American Decorative Arts,Cup and saucer,Cup and Saucer,"Chinese, for American market",,,,,,,,,,,,,,1785–90,1785,1790,Porcelain,Diam. 5 1/2 in. (14 cm),"Bequest of James T. Woodward, 1910",Made in,,,,China,,,,,,,Ceramics,,http://www.metmuseum.org/art/collection/search/2890,1/1/2018 8:00:03 AM,"Metropolitan Museum of Art, New York, NY"
"10.149.175a, b",False,False,2891,American Decorative Arts,Cup and saucer,Cup and Saucer,"Chinese, for American market",,,,,,,,,,,,,,1785–90,1785,1790,Porcelain,Diam. 5 1/2 in. (14 cm),"Bequest of James T. Woodward, 1910",Made in,,,,China,,,,,,,Ceramics,,http://www.metmuseum.org/art/collection/search/2891,1/1/2018 8:00:03 AM,"Metropolitan Museum of Art, New York, NY"
"10.149.176a, b",False,False,2892,American Decorative Arts,Cup and saucer,Cup and Saucer,"Chinese, for American market",,,,,,,,,,,,,,1785–90,1785,1790,Porcelain,Diam. 5 1/2 in. (14 cm),"Bequest of James T. Woodward, 1910",Made in,,,,China,,,,,,,Ceramics,,http://www.metmuseum.org/art/collection/search/2892,1/1/2018 8:00:03 AM,"Metropolitan Museum of Art, New York, NY"
"10.149.177a, b",False,False,2893,American Decorative Arts,Cup and saucer,Cup and Saucer,"Chinese, for American market",,,,,,,,,,,,,,1785–90,1785,1790,Porcelain,Diam. 5 1/2 in. (14 cm),"Bequest of James T. Woodward, 1910",Made in,,,,China,,,,,,,Ceramics,,http://www.metmuseum.org/art/collection/search/2893,1/1/2018 8:00:03 AM,"Metropolitan Museum of Art, New York, NY"
"10.149.178a, b",False,False,2894,American Decorative Arts,Cup and saucer,Cup and Saucer,"Chinese, for American market",,,,,,,,,,,,,,1785–90,1785,1790,Porcelain,Diam. 5 1/2 in. (14 cm),"Bequest of James T. Woodward, 1910",Made in,,,,China,,,,,,,Ceramics,,http://www.metmuseum.org/art/collection/search/2894,1/1/2018 8:00:03 AM,"Metropolitan Museum of Art, New York, NY"
"10.149.179a, b",False,False,2895,American Decorative Arts,Cup and saucer,Cup and Saucer,"Chinese, for American market",,,,,,,,,,,,,,1785–90,1785,1790,Porcelain,Diam. 5 1/2 in. (14 cm),"Bequest of James T. Woodward, 1910",Made in,,,,China,,,,,,,Ceramics,,http://www.metmuseum.org/art/collection/search/2895,1/1/2018 8:00:03 AM,"Metropolitan Museum of Art, New York, NY"
"10.149.180a, b",False,False,2896,American Decorative Arts,Cup and saucer,Cup and Saucer,"Chinese, for American market",,,,,,,,,,,,,,1785–90,1785,1790,Porcelain,Diam. 5 1/2 in. (14 cm),"Bequest of James T. Woodward, 1910",Made in,,,,China,,,,,,,Ceramics,,http://www.metmuseum.org/art/collection/search/2896,1/1/2018 8:00:03 AM,"Metropolitan Museum of Art, New York, NY"
"10.149.181a, b",False,False,2897,American Decorative Arts,Cup and saucer,Cup and Saucer,"Chinese, for American market",,,,,,,,,,,,,,1785–90,1785,1790,Porcelain,Diam. 5 1/2 in. (14 cm),"Bequest of James T. Woodward, 1910",Made in,,,,China,,,,,,,Ceramics,,http://www.metmuseum.org/art/collection/search/2897,1/1/2018 8:00:03 AM,"Metropolitan Museum of Art, New York, NY"
"10.149.182a, b",False,False,2898,American Decorative Arts,Cup and saucer,Cup and Saucer,"Chinese, for American market",,,,,,,,,,,,,,1785–90,1785,1790,Porcelain,Diam. 5 1/2 in. (14 cm),"Bequest of James T. Woodward, 1910",Made in,,,,China,,,,,,,Ceramics,,http://www.metmuseum.org/art/collection/search/2898,1/1/2018 8:00:03 AM,"Metropolitan Museum of Art, New York, NY"
"10.149.183a, b",False,False,2899,American Decorative Arts,Cup and saucer,Cup and Saucer,"Chinese, for American market",,,,,,,,,,,,,,1785–90,1785,1790,Porcelain,Diam. 5 1/2 in. (14 cm),"Bequest of James T. Woodward, 1910",Made in,,,,China,,,,,,,Ceramics,,http://www.metmuseum.org/art/collection/search/2899,1/1/2018 8:00:03 AM,"Metropolitan Museum of Art, New York, NY"
"10.149.184a, b",False,False,2900,American Decorative Arts,Cup and saucer,Cup and Saucer,"Chinese, for American market",,,,,,,,,,,,,,1785–90,1785,1790,Porcelain,Diam. 5 1/2 in. (14 cm),"Bequest of James T. Woodward, 1910",Made in,,,,China,,,,,,,Ceramics,,http://www.metmuseum.org/art/collection/search/2900,1/1/2018 8:00:03 AM,"Metropolitan Museum of Art, New York, NY"
"10.149.185a, b",False,False,2901,American Decorative Arts,Cup and saucer,Cup and Saucer,"Chinese, for American market",,,,,,,,,,,,,,1785–90,1785,1790,Porcelain,Diam. 5 1/2 in. (14 cm),"Bequest of James T. Woodward, 1910",Made in,,,,China,,,,,,,Ceramics,,http://www.metmuseum.org/art/collection/search/2901,1/1/2018 8:00:03 AM,"Metropolitan Museum of Art, New York, NY"
1993.343.1,False,False,2904,American Paintings and Sculpture,"Painting, miniature",Lover's Eye,,,,,,Artist|Artist,After,Emily Drayton Taylor|Edward Greene Malbone,1860–1952|1777–1807,,"Taylor, Emily Drayton|Malbone, Edward Greene",,1860      |1777      ,1952      |1807      ,ca. 1930,1927,1930,Watercolor on ivory,Diam. 3/4 in. (4.4 cm),"Gift of Estate of Drayton Cochran, 1993",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/2904,1/1/2018 8:00:03 AM,"Metropolitan Museum of Art, New York, NY"
1993.343.2,False,False,2905,American Paintings and Sculpture,"Painting, miniature",Eye of Maria Miles Hayward,,,,,,Artist|Artist,After,Edward Greene Malbone|Emily Drayton Taylor,1777–1807|1860–1952,,"Malbone, Edward Greene|Taylor, Emily Drayton",,1777      |1860      ,1807      |1952      ,ca. 1930,1927,1930,Watercolor on ivory,Diam. 3/4 in. (4.4 cm),"Gift of Estate of Drayton Cochran, 1993",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/2905,1/1/2018 8:00:03 AM,"Metropolitan Museum of Art, New York, NY"
40.150.267,False,True,2909,American Decorative Arts,Cup plate,Cup Plate,American,,,,,,,,,,,,,,1830–45,1830,1845,Lacy pressed glass,Diam. 3 in. (7.6 cm),"Bequest of Constance R. Brown, 1939",Made in,,,,United States,Midwest ,,,,,,Glass,,http://www.metmuseum.org/art/collection/search/2909,1/1/2018 8:00:03 AM,"Metropolitan Museum of Art, New York, NY"
40.150.280,False,True,2910,American Decorative Arts,Cup plate,Cup Plate,,,,,,,,,,,,,,,1830–45,1830,1845,Lacy pressed glass,Diam. 3 7/8 in. (9.8 cm),"Bequest of Constance R. Brown, 1939",,,,,,,,,,,,Glass,,http://www.metmuseum.org/art/collection/search/2910,1/1/2018 8:00:03 AM,"Metropolitan Museum of Art, New York, NY"
40.150.291,False,False,2911,American Decorative Arts,Cup plate,Cup Plate,,,,,,,,,,,,,,,19th century,1800,1900,Lacy pressed glass,Diam. 3 1/4 in. (8.3 cm),"Bequest of Constance R. Brown, 1939",,,,,,,,,,,,Glass,,http://www.metmuseum.org/art/collection/search/2911,1/1/2018 8:00:03 AM,"Metropolitan Museum of Art, New York, NY"
40.150.292,False,True,2912,American Decorative Arts,Cup plate,Cup Plate,American,,,,,,,,,,,,,,1830–45,1830,1845,Lacy pressed glass,Diam. 3 1/2 in. (8.9 cm),"Bequest of Constance R. Brown, 1939",Made in,,,,United States,Midwest ,,,,,,Glass,,http://www.metmuseum.org/art/collection/search/2912,1/1/2018 8:00:03 AM,"Metropolitan Museum of Art, New York, NY"
40.150.293,False,True,2913,American Decorative Arts,Cup plate,Cup Plate,American,,,,,,,,,,,,,,1830–50,1830,1850,Lacy pressed glass,Diam. 2 7/8 in. (7.3 cm),"Bequest of Constance R. Brown, 1939",Possibly made in,,,,United States,New England ,,,,,,Glass,,http://www.metmuseum.org/art/collection/search/2913,1/1/2018 8:00:03 AM,"Metropolitan Museum of Art, New York, NY"
40.150.299,False,True,2914,American Decorative Arts,Cup plate,Cup Plate,,,,,,,,,,,,,,,1870–80,1870,1880,Lacy pressed glass,Diam. 4 1/2 in. (11.4 cm),"Bequest of Constance R. Brown, 1939",,,,,,,,,,,,Glass,,http://www.metmuseum.org/art/collection/search/2914,1/1/2018 8:00:03 AM,"Metropolitan Museum of Art, New York, NY"
45.100.56,False,True,2915,American Decorative Arts,Cup plate,Cup Plate,American,,,,,,,,,,,,,,1825–60,1825,1860,Lacy pressed glass,Dimensions unavailable,"Bequest of Anne Du Pont Peyton, 1944",Made in,,,,United States,,,,,,,Glass,,http://www.metmuseum.org/art/collection/search/2915,1/1/2018 8:00:03 AM,"Metropolitan Museum of Art, New York, NY"
45.100.63,False,True,2916,American Decorative Arts,Cup plate,Cup Plate,American,,,,,,,,,,,,,,1825–60,1825,1860,Lacy pressed glass,Dimensions unavailable,"Bequest of Anne Du Pont Peyton, 1944",Made in,Sandwich,,,United States,,,,,,,Glass,,http://www.metmuseum.org/art/collection/search/2916,1/1/2018 8:00:03 AM,"Metropolitan Museum of Art, New York, NY"
45.100.64,False,True,2917,American Decorative Arts,Cup plate,Cup Plate,,,,,,,,,,,,,,,1825–60,1825,1860,Lacy pressed glass,Dimensions unavailable,"Bequest of Anne Du Pont Peyton, 1944",,,,,,,,,,,,Glass,,http://www.metmuseum.org/art/collection/search/2917,1/1/2018 8:00:03 AM,"Metropolitan Museum of Art, New York, NY"
45.100.67,False,True,2918,American Decorative Arts,Cup plate,Cup plate,American,,,,,,,,,,,,,,1825–60,1825,1860,Pressed glass,Diam. 3 1/2 in. (8.9 cm),"Bequest of Anne Du Pont Peyton, 1944",Possibly made in|Possibly made in,Philadelphia|Baltimore,,,United States|United States,,,,,,,Glass,,http://www.metmuseum.org/art/collection/search/2918,1/1/2018 8:00:03 AM,"Metropolitan Museum of Art, New York, NY"
45.100.70,False,True,2919,American Decorative Arts,Cup plate,Cup Plate,,,,,,,,,,,,,,,1825–60,1825,1860,Lacy pressed glass,Dimensions unavailable,"Bequest of Anne Du Pont Peyton, 1944",,,,,,,,,,,,Glass,,http://www.metmuseum.org/art/collection/search/2919,1/1/2018 8:00:03 AM,"Metropolitan Museum of Art, New York, NY"
45.100.72,False,True,2920,American Decorative Arts,Cup plate,Cup Plate,American,,,,,,,,,,,,,,1825–60,1825,1860,Lacy pressed glass,Dimensions unavailable,"Bequest of Anne Du Pont Peyton, 1944",Possibly made in,,,,United States,Midwest ,,,,,,Glass,,http://www.metmuseum.org/art/collection/search/2920,1/1/2018 8:00:03 AM,"Metropolitan Museum of Art, New York, NY"
45.100.81,False,True,2921,American Decorative Arts,Cup plate,Cup Plate,American,,,,,,,,,,,,,,1825–60,1825,1860,Lacy pressed glass,Dimensions unavailable,"Bequest of Anne Du Pont Peyton, 1944",Possibly made in,Philadelphia,,,United States,,,,,,,Glass,,http://www.metmuseum.org/art/collection/search/2921,1/1/2018 8:00:03 AM,"Metropolitan Museum of Art, New York, NY"
45.100.83,False,True,2922,American Decorative Arts,Cup plate,Cup Plate,American,,,,,,,,,,,,,,1825–60,1825,1860,Lacy pressed glass,Dimensions unavailable,"Bequest of Anne Du Pont Peyton, 1944",Possibly made in,,,,United States,,,,,,,Glass,,http://www.metmuseum.org/art/collection/search/2922,1/1/2018 8:00:03 AM,"Metropolitan Museum of Art, New York, NY"
45.100.85,False,True,2923,American Decorative Arts,Cup plate,Cup Plate,,,,,,,,,,,,,,,1825–60,1825,1860,Lacy pressed glass,Dimensions unavailable,"Bequest of Anne Du Pont Peyton, 1944",,,,,,,,,,,,Glass,,http://www.metmuseum.org/art/collection/search/2923,1/1/2018 8:00:03 AM,"Metropolitan Museum of Art, New York, NY"
45.100.93,False,True,2924,American Decorative Arts,Cup plate,Cup Plate,,,,,,,,,,,,,,,1825–60,1825,1860,Lacy pressed glass,Dimensions unavailable,"Bequest of Anne Du Pont Peyton, 1944",,,,,,,,,,,,Glass,,http://www.metmuseum.org/art/collection/search/2924,1/1/2018 8:00:03 AM,"Metropolitan Museum of Art, New York, NY"
45.100.94,False,True,2925,American Decorative Arts,Cup plate,Cup Plate,,,,,,,,,,,,,,,1825–60,1825,1860,Lacy pressed glass,Dimensions unavailable,"Bequest of Anne Du Pont Peyton, 1944",,,,,,,,,,,,Glass,,http://www.metmuseum.org/art/collection/search/2925,1/1/2018 8:00:03 AM,"Metropolitan Museum of Art, New York, NY"
45.100.96,False,True,2926,American Decorative Arts,Cup plate,Cup Plate,American,,,,,,,,,,,,,,1840–52,1840,1852,Lacy pressed glass,Dimensions unavailable,"Bequest of Anne Du Pont Peyton, 1944",Probably made in,Sandwich,,,United States,,,,,,,Glass,,http://www.metmuseum.org/art/collection/search/2926,1/1/2018 8:00:03 AM,"Metropolitan Museum of Art, New York, NY"
45.100.118,False,True,2927,American Decorative Arts,Cup plate,Cup plate,,,,,,,,,,,,,,,1825–60,1825,1860,Pressed glass,Diam. 3 1/2 in. (8.9 cm),"Bequest of Anne Du Pont Peyton, 1944",Made in,,,,United States,,,,,,,Glass,,http://www.metmuseum.org/art/collection/search/2927,1/1/2018 8:00:03 AM,"Metropolitan Museum of Art, New York, NY"
45.100.120,False,True,2928,American Decorative Arts,Cup plate,Cup Plate,American,,,,,,,,,,,,,,1825–60,1825,1860,Lacy pressed glass,Dimensions unavailable,"Bequest of Anne Du Pont Peyton, 1944",Probably made in,,,,United States,Midwest ,,,,,,Glass,,http://www.metmuseum.org/art/collection/search/2928,1/1/2018 8:00:03 AM,"Metropolitan Museum of Art, New York, NY"
45.100.124,False,True,2929,American Decorative Arts,Cup plate,Cup Plate,,,,,,,,,,,,,,,1825–60,1825,1860,Lacy pressed glass,Dimensions unavailable,"Bequest of Anne Du Pont Peyton, 1944",,,,,,,,,,,,Glass,,http://www.metmuseum.org/art/collection/search/2929,1/1/2018 8:00:03 AM,"Metropolitan Museum of Art, New York, NY"
45.100.127,False,True,2930,American Decorative Arts,Cup plate,Cup Plate,,,,,,,,,,,,,,,1825–60,1825,1860,Lacy pressed glass,Dimensions unavailable,"Bequest of Anne Du Pont Peyton, 1944",,,,,,,,,,,,Glass,,http://www.metmuseum.org/art/collection/search/2930,1/1/2018 8:00:03 AM,"Metropolitan Museum of Art, New York, NY"
45.100.136,False,True,2931,American Decorative Arts,Cup plate,Cup Plate,,,,,,,,,,,,,,,1840–50,1840,1850,Lacy pressed glass,Dimensions unavailable,"Bequest of Anne Du Pont Peyton, 1944",,,,,,,,,,,,Glass,,http://www.metmuseum.org/art/collection/search/2931,1/1/2018 8:00:03 AM,"Metropolitan Museum of Art, New York, NY"
45.100.137,False,True,2932,American Decorative Arts,Cup plate,Cup Plate,,,,,,,,,,,,,,,1825–60,1825,1860,Lacy pressed glass,Dimensions unavailable,"Bequest of Anne Du Pont Peyton, 1944",,,,,,,,,,,,Glass,,http://www.metmuseum.org/art/collection/search/2932,1/1/2018 8:00:03 AM,"Metropolitan Museum of Art, New York, NY"
45.100.141,False,True,2933,American Decorative Arts,Cup plate,Cup Plate,,,,,,,,,,,,,,,1825–60,1825,1860,Lacy pressed glass,Dimensions unavailable,"Bequest of Anne Du Pont Peyton, 1944",,,,,,,,,,,,Glass,,http://www.metmuseum.org/art/collection/search/2933,1/1/2018 8:00:03 AM,"Metropolitan Museum of Art, New York, NY"
45.100.147,False,True,2934,American Decorative Arts,Cup plate,Cup Plate,,,,,,,,,,,,,,,1825–60,1825,1860,Lacy pressed glass,Dimensions unavailable,"Bequest of Anne Du Pont Peyton, 1944",,,,,,,,,,,,Glass,,http://www.metmuseum.org/art/collection/search/2934,1/1/2018 8:00:03 AM,"Metropolitan Museum of Art, New York, NY"
45.100.155,False,True,2935,American Decorative Arts,Cup plate,Cup Plate,American,,,,,,,,,,,,,,1825–60,1825,1860,Lacy pressed glass,Dimensions unavailable,"Bequest of Anne Du Pont Peyton, 1944",Made in,,,,United States,Midwest ,,,,,,Glass,,http://www.metmuseum.org/art/collection/search/2935,1/1/2018 8:00:03 AM,"Metropolitan Museum of Art, New York, NY"
45.100.162,False,True,2936,American Decorative Arts,Cup plate,Cup Plate,,,,,,,,,,,,,,,1825–60,1825,1860,Lacy pressed glass,Dimensions unavailable,"Bequest of Anne Du Pont Peyton, 1944",,,,,,,,,,,,Glass,,http://www.metmuseum.org/art/collection/search/2936,1/1/2018 8:00:03 AM,"Metropolitan Museum of Art, New York, NY"
45.100.165,False,True,2937,American Decorative Arts,Cup plate,Cup Plate,American,,,,,,,,,,,,,,before 1830,1820,1829,Lacy pressed glass,Dimensions unavailable,"Bequest of Anne Du Pont Peyton, 1944",Made in,Philadelphia,,,United States,,,,,,,Glass,,http://www.metmuseum.org/art/collection/search/2937,1/1/2018 8:00:03 AM,"Metropolitan Museum of Art, New York, NY"
45.100.178,False,True,2938,American Decorative Arts,Cup plate,Cup Plate,,,,,,,,,,,,,,,1825–60,1825,1860,Lacy pressed glass,Dimensions unavailable,"Bequest of Anne Du Pont Peyton, 1944",,,,,,,,,,,,Glass,,http://www.metmuseum.org/art/collection/search/2938,1/1/2018 8:00:03 AM,"Metropolitan Museum of Art, New York, NY"
45.100.184,False,True,2939,American Decorative Arts,Cup plate,Cup Plate,,,,,,,,,,,,,,,1825–60,1825,1860,Lacy pressed glass,Dimensions unavailable,"Bequest of Anne Du Pont Peyton, 1944",,,,,,,,,,,,Glass,,http://www.metmuseum.org/art/collection/search/2939,1/1/2018 8:00:03 AM,"Metropolitan Museum of Art, New York, NY"
45.100.187,False,True,2940,American Decorative Arts,Cup plate,Cup Plate,,,,,,,,,,,,,,,1825–60,1825,1860,Lacy pressed glass,Dimensions unavailable,"Bequest of Anne Du Pont Peyton, 1944",,,,,,,,,,,,Glass,,http://www.metmuseum.org/art/collection/search/2940,1/1/2018 8:00:03 AM,"Metropolitan Museum of Art, New York, NY"
45.100.201,False,True,2941,American Decorative Arts,Cup plate,Cup Plate,,,,,,,,,,,,,,,1825–60,1825,1860,Lacy pressed glass,Dimensions unavailable,"Bequest of Anne Du Pont Peyton, 1944",,,,,,,,,,,,Glass,,http://www.metmuseum.org/art/collection/search/2941,1/1/2018 8:00:03 AM,"Metropolitan Museum of Art, New York, NY"
45.100.202,False,True,2942,American Decorative Arts,Cup plate,Cup Plate,American,,,,,,,,,,,,,,1825–60,1825,1860,Lacy pressed glass,Dimensions unavailable,"Bequest of Anne Du Pont Peyton, 1944",Possibly made in,,,,United States,Midwest ,,,,,,Glass,,http://www.metmuseum.org/art/collection/search/2942,1/1/2018 8:00:03 AM,"Metropolitan Museum of Art, New York, NY"
45.100.207,False,True,2943,American Decorative Arts,Cup plate,Cup Plate,American,,,,,,,,,,,,,,1825–60,1825,1860,Lacy pressed glass,Dimensions unavailable,"Bequest of Anne Du Pont Peyton, 1944",Made in,,,,United States,Midwest ,,,,,,Glass,,http://www.metmuseum.org/art/collection/search/2943,1/1/2018 8:00:03 AM,"Metropolitan Museum of Art, New York, NY"
45.100.220,False,True,2944,American Decorative Arts,Cup plate,Cup Plate,American,,,,,,,,,,,,,,1825–60,1825,1860,Lacy pressed glass,Dimensions unavailable,"Bequest of Anne Du Pont Peyton, 1944",Made in,,,,United States,New England ,,,,,,Glass,,http://www.metmuseum.org/art/collection/search/2944,1/1/2018 8:00:03 AM,"Metropolitan Museum of Art, New York, NY"
45.100.241,False,True,2945,American Decorative Arts,Cup plate,Cup Plate,American,,,,,,,,,,,,,,ca. 1835,1832,1835,Lacy pressed glass,Dimensions unavailable,"Bequest of Anne Du Pont Peyton, 1944",Made in,,,,United States,New England ,,,,,,Glass,,http://www.metmuseum.org/art/collection/search/2945,1/1/2018 8:00:03 AM,"Metropolitan Museum of Art, New York, NY"
45.100.248,False,True,2946,American Decorative Arts,Cup plate,Cup Plate,,,,,,,,,,,,,,,1825–60,1825,1860,glass,Dimensions unavailable,"Bequest of Anne Du Pont Peyton, 1944",,,,,,,,,,,,Glass,,http://www.metmuseum.org/art/collection/search/2946,1/1/2018 8:00:03 AM,"Metropolitan Museum of Art, New York, NY"
45.100.262,False,True,2947,American Decorative Arts,Cup plate,Cup Plate,,,,,,,,,,,,,,,1825–60,1825,1860,Lacy pressed glass,Dimensions unavailable,"Bequest of Anne Du Pont Peyton, 1944",,,,,,,,,,,,Glass,,http://www.metmuseum.org/art/collection/search/2947,1/1/2018 8:00:03 AM,"Metropolitan Museum of Art, New York, NY"
45.100.264,False,True,2948,American Decorative Arts,Cup plate,Cup Plate,,,,,,,,,,,,,,,1825–60,1825,1860,Lacy pressed glass,Dimensions unavailable,"Bequest of Anne Du Pont Peyton, 1944",,,,,,,,,,,,Glass,,http://www.metmuseum.org/art/collection/search/2948,1/1/2018 8:00:03 AM,"Metropolitan Museum of Art, New York, NY"
